event_id,user_id,timestamp,event_type,feature_name,session_id
evt_ed6e97edafbf,usr_17befeb9d21e,2026-04-19T00:44:09.295915,feature_used,feature_2,ses_5d3173ab
evt_a7350375ea7e,usr_17befeb9d21e,2026-04-10T13:47:35.295915,page_view,,ses_1a824732
evt_8b2fe1c09d59,usr_17befeb9d21e,2026-04-17T18:17:45.295915,export_done,,ses_4e20f122
evt_f4131650783d,usr_17befeb9d21e,2026-04-17T05:04:15.295915,page_view,,ses_b89cd579
evt_12aca18849b1,usr_17befeb9d21e,2026-04-19T07:39:10.295915,feature_used,feature_6,ses_baf5720b
evt_38c80af11c14,usr_17befeb9d21e,2026-04-12T14:36:26.295915,page_view,,ses_d330abf7
evt_3d6aad379ed2,usr_17befeb9d21e,2026-04-08T03:53:58.295915,settings_changed,,ses_28887424
evt_ea0cb59054d3,usr_17befeb9d21e,2026-04-18T22:49:47.295915,feature_used,feature_4,ses_91fda822
evt_6dac2fcaf4a7,usr_17befeb9d21e,2026-04-09T11:46:06.295915,export_done,,ses_82f287ee
evt_d0fc598af6f7,usr_17befeb9d21e,2026-04-12T12:05:44.295915,page_view,,ses_509b001b
evt_f5240eaf189e,usr_17befeb9d21e,2026-04-13T16:22:50.295915,page_view,,ses_4c31b323
evt_d69040dfec14,usr_17befeb9d21e,2026-04-06T02:14:54.295915,settings_changed,,ses_90f696ff
evt_af750bb82e74,usr_17befeb9d21e,2026-04-11T23:30:39.295915,page_view,,ses_80b1ec5a
evt_134baf7c9566,usr_17befeb9d21e,2026-04-08T04:01:32.295915,page_view,,ses_cffbb41e
evt_5a04b607e4fb,usr_17befeb9d21e,2026-04-13T04:04:43.295915,feature_used,feature_4,ses_a2ca21f4
evt_790c25db1528,usr_17befeb9d21e,2026-04-12T20:40:03.295915,settings_changed,,ses_fce0d034
evt_d4f80b880b51,usr_17befeb9d21e,2026-04-11T22:17:30.295915,page_view,,ses_1324b113
evt_c94ea0d119f6,usr_17befeb9d21e,2026-04-17T12:23:45.295915,page_view,,ses_e4fa5396
evt_36cbd0716fa4,usr_17befeb9d21e,2026-04-05T11:13:51.295915,invite_sent,,ses_a6afd864
evt_9b0601847f5e,usr_17befeb9d21e,2026-04-10T08:25:26.295915,feature_used,feature_4,ses_5435aabf
evt_9ecaae929020,usr_17befeb9d21e,2026-04-13T07:49:46.295915,page_view,,ses_712404b9
evt_de5a51d1e912,usr_17befeb9d21e,2026-04-07T16:27:28.295915,page_view,,ses_3e9c387a
evt_91e15dcbd95e,usr_17befeb9d21e,2026-04-12T19:58:19.295915,feature_used,feature_2,ses_adaf97f2
evt_c2b1024da19f,usr_17befeb9d21e,2026-04-19T09:10:13.295915,page_view,,ses_9756e6c2
evt_43b55e96a8d6,usr_17befeb9d21e,2026-04-16T06:12:23.295915,invite_sent,,ses_141f3756
evt_2e2c1db94d5e,usr_17befeb9d21e,2026-04-05T07:52:37.295915,settings_changed,,ses_6ab1cd5c
evt_9672effe0e6e,usr_17befeb9d21e,2026-04-18T21:31:26.295915,feature_used,feature_4,ses_75d3b7bf
evt_45c90299584c,usr_17befeb9d21e,2026-04-13T23:12:35.295915,export_done,,ses_19339210
evt_c2f7e2c7ce79,usr_17befeb9d21e,2026-04-11T03:26:07.295915,page_view,,ses_b7e54a67
evt_83d1f60bce80,usr_17befeb9d21e,2026-04-06T09:53:10.295915,page_view,,ses_2de68a4e
evt_f00e36bbe8d7,usr_17befeb9d21e,2026-04-10T07:53:37.295915,settings_changed,,ses_82048279
evt_fe2030c95e9f,usr_17befeb9d21e,2026-04-15T07:58:26.295915,feature_used,feature_3,ses_7bfbb925
evt_7b784eebe2bc,usr_81953c94e7f9,2026-04-03T08:36:40.295915,page_view,,ses_e3ec4431
evt_ea8983588410,usr_81953c94e7f9,2026-03-31T18:58:24.295915,page_view,,ses_f2247d74
evt_ac06bf596de1,usr_81953c94e7f9,2026-04-02T08:37:54.295915,page_view,,ses_88713254
evt_c2defa4fc1f5,usr_81953c94e7f9,2026-04-04T05:11:34.295915,page_view,,ses_00f4d4f4
evt_bd6b96ae27bd,usr_81953c94e7f9,2026-04-02T03:27:44.295915,page_view,,ses_8efbfabd
evt_394866992348,usr_81953c94e7f9,2026-04-03T15:17:31.295915,page_view,,ses_01ff2c7b
evt_2f2a1043843d,usr_81953c94e7f9,2026-04-04T03:05:13.295915,feature_used,feature_1,ses_266a7521
evt_3b6e6df4ac51,usr_81953c94e7f9,2026-04-01T16:32:54.295915,settings_changed,,ses_8929d7d3
evt_207bfac83cba,usr_81953c94e7f9,2026-04-02T23:03:20.295915,page_view,,ses_e1c01708
evt_79e290a4afac,usr_81953c94e7f9,2026-04-01T09:16:55.295915,export_done,,ses_11f609ce
evt_bb072a305cc7,usr_81953c94e7f9,2026-04-05T16:02:48.295915,invite_sent,,ses_a4614fad
evt_4b1f57c9a69b,usr_81953c94e7f9,2026-04-03T19:20:42.295915,export_done,,ses_661d5cd7
evt_e92cc1ccefd8,usr_81953c94e7f9,2026-03-31T09:39:39.295915,invite_sent,,ses_ce2591ba
evt_005c66e2caf5,usr_81953c94e7f9,2026-04-05T20:31:50.295915,feature_used,feature_1,ses_031e4db3
evt_dad543e0ac6d,usr_81953c94e7f9,2026-04-01T21:21:32.295915,feature_used,feature_1,ses_d1475bff
evt_6dc54fb73ae1,usr_81953c94e7f9,2026-04-02T08:57:00.295915,page_view,,ses_b32be0f5
evt_7cc51ddb8e9b,usr_81953c94e7f9,2026-04-01T07:35:01.295915,settings_changed,,ses_1fa13585
evt_4627f14d7c84,usr_81953c94e7f9,2026-04-03T13:40:32.295915,feature_used,feature_1,ses_2dbdfe77
evt_29d8ed21614e,usr_81953c94e7f9,2026-03-31T16:29:31.295915,feature_used,feature_1,ses_f329e445
evt_200ce1e669fe,usr_81953c94e7f9,2026-03-31T02:39:48.295915,settings_changed,,ses_ea311231
evt_b78b2036ccbd,usr_81953c94e7f9,2026-04-02T23:15:25.295915,feature_used,feature_1,ses_9f6e1d00
evt_e505f691513a,usr_81953c94e7f9,2026-03-30T20:24:44.295915,feature_used,feature_1,ses_c6b43b85
evt_1bcfbc89f3cd,usr_81953c94e7f9,2026-04-04T09:53:33.295915,page_view,,ses_e1a0e2da
evt_32302c6f69b0,usr_81953c94e7f9,2026-04-03T22:26:24.295915,settings_changed,,ses_a390a848
evt_ed97f1afb9ec,usr_81953c94e7f9,2026-04-01T05:49:36.295915,invite_sent,,ses_8e578390
evt_8370c0754c95,usr_81953c94e7f9,2026-04-05T11:55:40.295915,invite_sent,,ses_8ed9cf16
evt_e93339d0ace1,usr_81953c94e7f9,2026-04-01T14:00:30.295915,settings_changed,,ses_aabcf6ed
evt_e2a996435294,usr_81953c94e7f9,2026-04-02T18:57:14.295915,page_view,,ses_7ae23fd4
evt_3fc739acf11a,usr_81953c94e7f9,2026-04-02T03:39:14.295915,export_done,,ses_b4db769d
evt_f69e8fa3c4d6,usr_81953c94e7f9,2026-04-01T10:29:00.295915,page_view,,ses_64c9960a
evt_0a1224e22875,usr_81953c94e7f9,2026-04-02T08:04:17.295915,invite_sent,,ses_2bebb889
evt_3f39722fc634,usr_81953c94e7f9,2026-04-03T20:14:55.295915,page_view,,ses_9f3c3d02
evt_4acc6d972f07,usr_81953c94e7f9,2026-04-05T12:21:29.295915,feature_used,feature_1,ses_42b2b9f6
evt_4f1ae6be2b14,usr_81953c94e7f9,2026-04-04T22:17:04.295915,settings_changed,,ses_34b0dba6
evt_35a15a8001b1,usr_81953c94e7f9,2026-04-04T01:35:28.295915,feature_used,feature_1,ses_ebac5d05
evt_a9d2aab18274,usr_81953c94e7f9,2026-03-30T04:11:58.295915,feature_used,feature_1,ses_2fee5494
evt_b98f3e034be8,usr_81953c94e7f9,2026-03-31T02:05:02.295915,settings_changed,,ses_bb47cb48
evt_19eca2c72b49,usr_81953c94e7f9,2026-04-03T15:08:36.295915,feature_used,feature_1,ses_e11fafbe
evt_b9a9c8883148,usr_81953c94e7f9,2026-04-02T10:48:50.295915,page_view,,ses_2c4283b3
evt_ce07c872e25d,usr_81953c94e7f9,2026-04-05T17:18:11.295915,feature_used,feature_1,ses_5ebf3725
evt_4be80188ae6a,usr_81953c94e7f9,2026-04-01T17:26:00.295915,page_view,,ses_f780d067
evt_6b3af80cc5a1,usr_81953c94e7f9,2026-04-05T11:43:54.295915,settings_changed,,ses_2e4b1087
evt_b610586406fe,usr_4c3429a159f3,2026-04-23T20:55:10.295915,page_view,,ses_662145fd
evt_23cd174808ba,usr_4c3429a159f3,2026-04-08T09:47:58.295915,feature_used,feature_8,ses_482a0d00
evt_a76eeeb59b6c,usr_4c3429a159f3,2026-04-03T03:33:46.295915,page_view,,ses_9856e7d6
evt_16d2f93b3ca1,usr_4c3429a159f3,2026-03-31T06:38:21.295915,page_view,,ses_80938258
evt_c971ffbfd48c,usr_4c3429a159f3,2026-04-10T17:51:01.295915,page_view,,ses_eb1e55f3
evt_36f1694c53c0,usr_4c3429a159f3,2026-03-30T23:31:33.295915,feature_used,feature_8,ses_2efb4d58
evt_f9843155f09d,usr_4c3429a159f3,2026-04-08T23:10:49.295915,feature_used,feature_8,ses_4ce0a80f
evt_1b0a7436e817,usr_4c3429a159f3,2026-04-05T04:58:44.295915,feature_used,feature_7,ses_afa153e5
evt_d68fc8639cad,usr_4c3429a159f3,2026-04-01T17:14:48.295915,feature_used,feature_8,ses_d5e50809
evt_6b1bc5975986,usr_4c3429a159f3,2026-04-06T22:02:43.295915,settings_changed,,ses_4c87e0db
evt_1bd43eb5a11d,usr_4c3429a159f3,2026-03-30T01:19:32.295915,settings_changed,,ses_7ce0bc60
evt_11215527dcf6,usr_4c3429a159f3,2026-04-03T11:45:30.295915,settings_changed,,ses_59671853
evt_0c9d26f76fc3,usr_4c3429a159f3,2026-04-12T03:40:07.295915,feature_used,feature_9,ses_7339c5b8
evt_29095c2b437b,usr_4c3429a159f3,2026-04-19T10:07:53.295915,page_view,,ses_5460d3ef
evt_afcd448f721e,usr_4c3429a159f3,2026-04-22T06:07:38.295915,export_done,,ses_e62c4ade
evt_b467b1ecfdea,usr_4c3429a159f3,2026-03-30T18:50:21.295915,page_view,,ses_7442fb90
evt_b02ffe0d4f3e,usr_4c3429a159f3,2026-04-05T15:37:37.295915,page_view,,ses_cc77a42d
evt_e4889fd8e92e,usr_4c3429a159f3,2026-04-17T15:00:22.295915,feature_used,feature_5,ses_2a8cdffa
evt_89c76029f4e1,usr_4c3429a159f3,2026-04-08T22:55:57.295915,feature_used,feature_2,ses_353a5581
evt_4001537e5523,usr_4c3429a159f3,2026-04-05T06:09:46.295915,page_view,,ses_df797859
evt_ec269c35eb4e,usr_4c3429a159f3,2026-04-04T19:17:38.295915,settings_changed,,ses_f12818b9
evt_ef997265ce4c,usr_4c3429a159f3,2026-04-12T17:11:23.295915,feature_used,feature_7,ses_35836f08
evt_ed920f628b49,usr_4c3429a159f3,2026-04-08T09:28:45.295915,feature_used,feature_5,ses_447e713a
evt_e6440824ac86,usr_4c3429a159f3,2026-04-20T07:34:47.295915,feature_used,feature_7,ses_99cb3ae9
evt_e89f99a8c1ac,usr_4c3429a159f3,2026-04-07T18:53:50.295915,feature_used,feature_6,ses_c3d28562
evt_356d8fda2ed5,usr_4c3429a159f3,2026-04-12T08:26:50.295915,page_view,,ses_f95350b2
evt_51a9d23b8b32,usr_4c3429a159f3,2026-04-05T20:32:03.295915,page_view,,ses_e0b255af
evt_fd3f5cb8d0dd,usr_4c3429a159f3,2026-04-06T20:10:58.295915,page_view,,ses_78d35c4d
evt_bc600d177e67,usr_4c3429a159f3,2026-04-17T17:20:23.295915,settings_changed,,ses_d2f9ff6d
evt_9f1aa991ed4e,usr_4c3429a159f3,2026-04-13T06:04:44.295915,feature_used,feature_6,ses_f02eb7ab
evt_1c9c5cf465d4,usr_4c3429a159f3,2026-04-18T12:58:55.295915,feature_used,feature_4,ses_abe0190d
evt_dbb269b6ee00,usr_4c3429a159f3,2026-04-08T03:24:56.295915,feature_used,feature_2,ses_6de3c898
evt_3fa550480ed6,usr_4c3429a159f3,2026-04-21T04:32:14.295915,feature_used,feature_3,ses_5cc68d79
evt_25a13ee4e514,usr_4c3429a159f3,2026-04-13T10:46:58.295915,page_view,,ses_4b8864b0
evt_e25d246d0f6a,usr_4c3429a159f3,2026-03-30T09:48:32.295915,page_view,,ses_60a16331
evt_abbd91a9fa46,usr_4c3429a159f3,2026-04-09T07:21:01.295915,invite_sent,,ses_d48beb28
evt_d97ccf860e55,usr_4c3429a159f3,2026-04-18T01:16:31.295915,feature_used,feature_5,ses_3cc02dda
evt_99bf1464e822,usr_4c3429a159f3,2026-04-23T09:41:08.295915,settings_changed,,ses_1335cb9f
evt_de05fe1beba3,usr_4c3429a159f3,2026-04-02T17:42:19.295915,feature_used,feature_2,ses_8bddf7ec
evt_bd66262afb9e,usr_4c3429a159f3,2026-04-07T16:04:33.295915,settings_changed,,ses_faf82a96
evt_ac71507fde95,usr_4c3429a159f3,2026-04-18T22:28:47.295915,feature_used,feature_7,ses_f50b3cd3
evt_a340c279d011,usr_4c3429a159f3,2026-04-13T00:56:43.295915,page_view,,ses_20aee845
evt_25073d264546,usr_4c3429a159f3,2026-04-21T04:43:05.295915,invite_sent,,ses_f008198d
evt_e0f98b68a28d,usr_4c3429a159f3,2026-04-03T03:37:02.295915,page_view,,ses_ff8a7441
evt_752c7a9371a3,usr_4c3429a159f3,2026-04-18T18:16:11.295915,page_view,,ses_be8efe8c
evt_3c319677317f,usr_4c3429a159f3,2026-04-20T18:37:14.295915,page_view,,ses_8caf5164
evt_4a0bb07d788b,usr_4c3429a159f3,2026-03-31T02:23:03.295915,settings_changed,,ses_67bdee0c
evt_416467b7a31f,usr_4c3429a159f3,2026-04-18T20:14:44.295915,settings_changed,,ses_2b7b45bc
evt_2a1238570b31,usr_4c3429a159f3,2026-04-09T17:47:42.295915,settings_changed,,ses_01ce66c4
evt_0b1f3af1ec01,usr_4c3429a159f3,2026-04-09T11:06:04.295915,export_done,,ses_7a2aea46
evt_5c52efaa17e8,usr_4c3429a159f3,2026-04-14T19:28:36.295915,page_view,,ses_c3e8f7d4
evt_f3a382ad9c6a,usr_4c3429a159f3,2026-04-09T13:41:27.295915,feature_used,feature_2,ses_5af6b16a
evt_cddd61c04e1f,usr_4c3429a159f3,2026-03-31T10:52:26.295915,feature_used,feature_2,ses_c3fd077e
evt_eb22c6aa71f7,usr_4c3429a159f3,2026-04-17T18:32:19.295915,export_done,,ses_757f39df
evt_73b45aeb6b41,usr_4c3429a159f3,2026-04-04T01:45:34.295915,page_view,,ses_c1516027
evt_243c18c6f316,usr_bc059ba900d4,2026-04-24T16:40:53.295915,feature_used,feature_6,ses_785f7faa
evt_63e8c09c5009,usr_bc059ba900d4,2026-04-11T20:24:58.295915,export_done,,ses_f3185c47
evt_2dafadd312ff,usr_bc059ba900d4,2026-04-19T15:17:19.295915,feature_used,feature_5,ses_b3b97742
evt_d541e06f5fc6,usr_bc059ba900d4,2026-04-12T11:06:08.295915,page_view,,ses_95c45e8c
evt_17333a2e3db5,usr_bc059ba900d4,2026-04-23T14:38:53.295915,page_view,,ses_e200a65d
evt_95658ca02864,usr_bc059ba900d4,2026-04-20T01:26:01.295915,page_view,,ses_2858ca8a
evt_81b65b9cc1bd,usr_bc059ba900d4,2026-04-06T16:19:41.295915,settings_changed,,ses_5fe12c74
evt_6e65c772dc94,usr_bc059ba900d4,2026-04-24T08:08:45.295915,invite_sent,,ses_0a5393a0
evt_79f1335d96fe,usr_bc059ba900d4,2026-04-24T04:01:42.295915,export_done,,ses_7be817c4
evt_95c74acf4c22,usr_bc059ba900d4,2026-04-07T19:57:01.295915,feature_used,feature_2,ses_b14f9abe
evt_cfd18ea6ba96,usr_bc059ba900d4,2026-04-11T08:29:15.295915,page_view,,ses_9d22ff76
evt_281330a310e7,usr_bc059ba900d4,2026-04-11T11:31:05.295915,page_view,,ses_717dfd97
evt_fd78e0fece42,usr_bc059ba900d4,2026-04-12T11:08:28.295915,feature_used,feature_3,ses_b06a05b3
evt_1ae4cfb5c6ac,usr_bc059ba900d4,2026-04-11T02:05:34.295915,export_done,,ses_d3d144ee
evt_cb642099629c,usr_bc059ba900d4,2026-04-17T10:00:58.295915,page_view,,ses_cd3d1f8d
evt_020282325971,usr_bc059ba900d4,2026-04-22T00:29:34.295915,page_view,,ses_5cc8a562
evt_6decc778b337,usr_bc059ba900d4,2026-04-16T00:49:31.295915,settings_changed,,ses_5059638c
evt_0944b010b841,usr_bc059ba900d4,2026-04-26T01:58:46.295915,settings_changed,,ses_d6d9950d
evt_0596a9f0686a,usr_bc059ba900d4,2026-04-17T13:23:27.295915,page_view,,ses_ee9e435e
evt_d82cd39ec830,usr_bc059ba900d4,2026-04-21T19:11:46.295915,invite_sent,,ses_c44e6cba
evt_2b3bf3ab0631,usr_bc059ba900d4,2026-04-25T06:41:02.295915,page_view,,ses_74a70e5b
evt_85f2fa4dad51,usr_bc059ba900d4,2026-04-10T20:04:39.295915,export_done,,ses_59e60da4
evt_25ebbaded240,usr_bc059ba900d4,2026-04-22T12:00:29.295915,page_view,,ses_72368e3c
evt_0b9245ad56fa,usr_bc059ba900d4,2026-04-12T11:59:22.295915,page_view,,ses_89e7bb18
evt_c80b27dd73a5,usr_bc059ba900d4,2026-04-18T19:21:41.295915,page_view,,ses_36f8e9c6
evt_1714fb078948,usr_bc059ba900d4,2026-04-25T03:27:20.295915,page_view,,ses_26bbd094
evt_026ecb10e223,usr_bc059ba900d4,2026-04-08T07:04:09.295915,feature_used,feature_3,ses_5b323a9d
evt_6656f34f7c8b,usr_bc059ba900d4,2026-04-06T23:08:45.295915,settings_changed,,ses_8c416676
evt_1c7d6db63868,usr_bc059ba900d4,2026-04-25T21:29:25.295915,feature_used,feature_5,ses_f4eb1e9d
evt_5dd2756220a8,usr_bc059ba900d4,2026-04-19T02:21:41.295915,settings_changed,,ses_5501854d
evt_0ac3ecb46311,usr_bc059ba900d4,2026-04-25T04:57:23.295915,page_view,,ses_e162650c
evt_92fd770a192f,usr_bc059ba900d4,2026-04-22T15:19:52.295915,page_view,,ses_d1ec647e
evt_40001a2a1188,usr_bc059ba900d4,2026-04-12T07:08:14.295915,export_done,,ses_f2ae12ba
evt_8eeb98a3cc9b,usr_bc059ba900d4,2026-04-08T00:12:25.295915,invite_sent,,ses_fedf4dc1
evt_1397fd260d90,usr_bc059ba900d4,2026-04-23T12:53:38.295915,page_view,,ses_254fe1cb
evt_5b8a75a0e9c8,usr_bc059ba900d4,2026-04-07T08:44:58.295915,feature_used,feature_1,ses_d8d25459
evt_7f214858252a,usr_bc059ba900d4,2026-04-26T20:28:19.295915,feature_used,feature_4,ses_9bae992f
evt_a42428d28b3b,usr_bc059ba900d4,2026-04-17T20:08:39.295915,page_view,,ses_fa19ddd2
evt_45ae8e9db0fb,usr_bc059ba900d4,2026-04-20T10:24:05.295915,feature_used,feature_2,ses_c85f87b8
evt_66da92136e4f,usr_bc059ba900d4,2026-04-06T18:32:51.295915,feature_used,feature_1,ses_0a7973d7
evt_08852b4a3d69,usr_bc059ba900d4,2026-04-11T22:49:55.295915,page_view,,ses_5d389f95
evt_b41bc7c5c5cc,usr_bc059ba900d4,2026-04-19T01:43:32.295915,page_view,,ses_d8f9f303
evt_f579443db1a8,usr_bc059ba900d4,2026-04-08T01:40:51.295915,settings_changed,,ses_9c9788d2
evt_cfa49db6c1f3,usr_bc059ba900d4,2026-04-08T09:00:51.295915,page_view,,ses_e051ba84
evt_fa3345af151d,usr_bc059ba900d4,2026-04-15T13:52:13.295915,page_view,,ses_78aa75dd
evt_e6748cfe1ed1,usr_bc059ba900d4,2026-04-06T02:39:31.295915,settings_changed,,ses_ebdd309f
evt_8e3e5da817bb,usr_bc059ba900d4,2026-04-12T17:24:13.295915,settings_changed,,ses_c9320774
evt_b82323197e78,usr_bc059ba900d4,2026-04-19T21:29:45.295915,page_view,,ses_2c036bca
evt_10e69a63ea4b,usr_bc059ba900d4,2026-04-21T17:50:02.295915,invite_sent,,ses_cf21839b
evt_2c7222395dbd,usr_bc059ba900d4,2026-04-23T02:24:44.295915,settings_changed,,ses_6b09ce6c
evt_30ed87ab7f64,usr_bc059ba900d4,2026-04-20T04:28:15.295915,page_view,,ses_84be24bb
evt_aab6ac92633a,usr_bc059ba900d4,2026-04-21T22:45:52.295915,feature_used,feature_6,ses_80377397
evt_04d9772b4708,usr_bc059ba900d4,2026-04-07T20:57:38.295915,settings_changed,,ses_7b280f56
evt_3e666689e04c,usr_bc059ba900d4,2026-04-24T14:06:41.295915,page_view,,ses_2d4d6bcb
evt_092cbdc154af,usr_bc059ba900d4,2026-04-06T11:06:06.295915,feature_used,feature_1,ses_f7f68146
evt_dfce0290567e,usr_bc059ba900d4,2026-04-26T10:49:42.295915,settings_changed,,ses_823405b0
evt_3ca47269f152,usr_bc059ba900d4,2026-04-13T10:04:43.295915,feature_used,feature_6,ses_ebdf0342
evt_e7ef56350642,usr_bc059ba900d4,2026-04-27T16:16:07.295915,feature_used,feature_2,ses_a1aaab8e
evt_46280c299869,usr_bc059ba900d4,2026-04-27T13:09:57.295915,feature_used,feature_1,ses_a1188ea3
evt_1822b6277ed5,usr_bc059ba900d4,2026-04-09T12:16:22.295915,page_view,,ses_b87141a8
evt_fc5645fdb6a9,usr_bc059ba900d4,2026-04-18T17:07:23.295915,feature_used,feature_5,ses_eecbad47
evt_fa93697fe956,usr_bc059ba900d4,2026-04-26T00:33:35.295915,feature_used,feature_4,ses_0ee35013
evt_b7ff155c9b26,usr_bc059ba900d4,2026-04-26T13:37:18.295915,settings_changed,,ses_20e8a9a4
evt_e9c0827e8578,usr_bc059ba900d4,2026-04-15T23:30:14.295915,settings_changed,,ses_d1858b8c
evt_a79ca5c20fca,usr_bc059ba900d4,2026-04-08T17:57:02.295915,feature_used,feature_4,ses_d98499ac
evt_e3e60e4466b4,usr_bc059ba900d4,2026-04-19T01:39:36.295915,export_done,,ses_d91feace
evt_9724cb2e65c3,usr_bc059ba900d4,2026-04-06T15:47:59.295915,page_view,,ses_859c9a0f
evt_cc6e031ef17a,usr_bc059ba900d4,2026-04-24T00:19:23.295915,page_view,,ses_fa99124d
evt_b09397475ca4,usr_bc059ba900d4,2026-04-07T14:44:11.295915,page_view,,ses_dde1fabe
evt_6f491249ac34,usr_bc059ba900d4,2026-04-27T02:59:38.295915,page_view,,ses_ba253688
evt_f2d38d377ee5,usr_bc059ba900d4,2026-04-20T22:15:20.295915,feature_used,feature_5,ses_0d9b4eba
evt_f6a4ad5a243c,usr_bc059ba900d4,2026-04-06T19:37:48.295915,page_view,,ses_62e22e69
evt_516eafcb6a83,usr_bc059ba900d4,2026-04-11T20:09:13.295915,page_view,,ses_9ec00ee0
evt_54769a24b5ec,usr_bc059ba900d4,2026-04-12T22:40:37.295915,page_view,,ses_a5c0c4d2
evt_dcc48350259a,usr_bc059ba900d4,2026-04-09T08:41:40.295915,settings_changed,,ses_e1810b89
evt_b397e998ec07,usr_bc059ba900d4,2026-04-08T19:39:14.295915,invite_sent,,ses_81258307
evt_d182fbb8da53,usr_bc059ba900d4,2026-04-26T09:12:14.295915,settings_changed,,ses_13487d80
evt_f8969d337733,usr_bc059ba900d4,2026-04-24T12:58:30.295915,page_view,,ses_71bb54f0
evt_15e114578079,usr_22b30f07592e,2026-04-01T20:35:15.295915,feature_used,feature_3,ses_c0a93486
evt_11bbeec9fad6,usr_22b30f07592e,2026-04-01T20:35:15.295915,page_view,,ses_300d21be
evt_7fe91450add6,usr_22b30f07592e,2026-04-01T20:35:15.295915,export_done,,ses_4846507a
evt_acd19384772f,usr_22b30f07592e,2026-04-01T20:35:15.295915,feature_used,feature_3,ses_45a28bfd
evt_83fbbda3fd75,usr_22b30f07592e,2026-04-01T20:35:15.295915,invite_sent,,ses_e80ef45f
evt_7cc8b3a1fe3f,usr_22b30f07592e,2026-04-01T20:35:15.295915,settings_changed,,ses_195a51b4
evt_815c442e5215,usr_22b30f07592e,2026-04-01T20:35:15.295915,settings_changed,,ses_f41850eb
evt_b0430ca194c9,usr_22b30f07592e,2026-04-01T20:35:15.295915,feature_used,feature_5,ses_d8191ec8
evt_1f90357a1004,usr_22b30f07592e,2026-04-01T20:35:15.295915,page_view,,ses_040051ad
evt_e6f76385a626,usr_22b30f07592e,2026-04-01T20:35:15.295915,feature_used,feature_3,ses_4a1b76a6
evt_77f388700e34,usr_22b30f07592e,2026-04-01T20:35:15.295915,page_view,,ses_0335a208
evt_ebbb5be33cf3,usr_22b30f07592e,2026-04-01T20:35:15.295915,page_view,,ses_a5eff041
evt_8b497c89b272,usr_37867bf2cc96,2026-04-09T16:05:45.295915,invite_sent,,ses_116c8aad
evt_540a0c2015ea,usr_37867bf2cc96,2026-04-18T04:26:24.295915,page_view,,ses_648980fe
evt_64981e2e0a5d,usr_37867bf2cc96,2026-04-09T08:20:45.295915,page_view,,ses_6c5e70ba
evt_6fe4bdf3f6bf,usr_37867bf2cc96,2026-04-19T11:04:29.295915,feature_used,feature_1,ses_586c65d7
evt_e10fb1d762b4,usr_37867bf2cc96,2026-04-19T15:30:25.295915,invite_sent,,ses_2620f338
evt_b8e896a480a5,usr_37867bf2cc96,2026-04-22T05:15:54.295915,export_done,,ses_a4ead382
evt_e264e5411b9a,usr_37867bf2cc96,2026-04-10T06:39:38.295915,feature_used,feature_1,ses_263b4b69
evt_6f2d6397e07e,usr_37867bf2cc96,2026-04-21T01:13:31.295915,export_done,,ses_6d57a035
evt_8530a3226dd0,usr_37867bf2cc96,2026-04-17T03:12:37.295915,page_view,,ses_e103e810
evt_395cfa8ca22d,usr_37867bf2cc96,2026-04-09T06:49:05.295915,page_view,,ses_efe56642
evt_b5bc405a8226,usr_37867bf2cc96,2026-04-09T19:05:46.295915,export_done,,ses_b6f17bc5
evt_37293bf43bfc,usr_37867bf2cc96,2026-04-15T17:17:15.295915,feature_used,feature_1,ses_df77a990
evt_5c5e133520e4,usr_37867bf2cc96,2026-04-10T06:11:25.295915,page_view,,ses_6fdae55a
evt_7903e6999b90,usr_37867bf2cc96,2026-04-09T22:55:30.295915,feature_used,feature_1,ses_dd2d1647
evt_c14ae5cca012,usr_37867bf2cc96,2026-04-10T16:09:57.295915,settings_changed,,ses_0c964961
evt_02e9fdec93f2,usr_37867bf2cc96,2026-04-12T19:00:20.295915,invite_sent,,ses_d285de94
evt_75d812ed6056,usr_37867bf2cc96,2026-04-11T03:21:56.295915,invite_sent,,ses_4147d511
evt_e92c3c920468,usr_37867bf2cc96,2026-04-10T05:32:14.295915,feature_used,feature_1,ses_53fb0853
evt_aeee2c89b553,usr_37867bf2cc96,2026-04-08T06:02:18.295915,invite_sent,,ses_7cf0c89c
evt_9e52b8132b93,usr_37867bf2cc96,2026-04-11T03:26:22.295915,feature_used,feature_1,ses_88c0b2c1
evt_73eb078d8af9,usr_37867bf2cc96,2026-04-19T02:50:47.295915,feature_used,feature_1,ses_48de867b
evt_759c2fcadc1b,usr_37867bf2cc96,2026-04-11T18:42:35.295915,settings_changed,,ses_f92ca0ae
evt_cd4047e567eb,usr_37867bf2cc96,2026-04-20T11:56:56.295915,feature_used,feature_1,ses_b569496c
evt_41e1c6ff6adc,usr_37867bf2cc96,2026-04-14T21:08:00.295915,page_view,,ses_6493efa6
evt_a3a519c14b91,usr_37867bf2cc96,2026-04-10T02:11:25.295915,page_view,,ses_dc274de5
evt_5d4925682c8a,usr_37867bf2cc96,2026-04-10T18:02:40.295915,feature_used,feature_1,ses_c86143f7
evt_bfa9ea861783,usr_37867bf2cc96,2026-04-20T19:26:32.295915,page_view,,ses_4a79b8c3
evt_6bb9d3c90961,usr_37867bf2cc96,2026-04-19T00:11:37.295915,page_view,,ses_3d29d20f
