user_id,signup_date,plan,country,session_count_30d,session_count_7d,avg_session_duration_min,feature_breadth,days_since_last_use,engagement_score,churned
usr_5a36495699e6,2026-02-27,pro,IN,39,11,14.1,7,8,66,0
usr_19be90c39b98,2026-02-04,enterprise,BR,44,11,24.3,9,1,92,0
usr_319d801df948,2026-03-23,free,UK,6,4,1.2,5,10,22,1
usr_c5eb7ffb11f8,2026-03-25,free,UK,40,13,9.0,3,4,57,1
usr_601c71c8d049,2026-02-26,free,CA,28,4,6.5,4,9,46,0
usr_73a90af8453d,2026-02-05,pro,ES,10,0,23.8,7,4,46,0
usr_ea013fa8befa,2026-03-26,pro,IT,36,10,17.7,6,10,73,0
usr_042dded1d23a,2026-04-01,pro,DE,28,4,16.9,5,3,70,0
usr_c60542e66a2c,2026-04-15,free,CA,3,3,6.9,0,15,21,1
usr_759c9c8045cb,2026-03-04,pro,UK,40,7,28.1,3,6,60,0
usr_ce8f256e7ff2,2026-04-17,pro,UK,25,9,18.4,6,9,61,0
usr_aa4eafb28923,2026-04-21,pro,DE,32,8,5.0,5,10,70,0
usr_55068d418cb7,2026-03-22,free,CA,22,6,1.0,0,6,47,0
usr_4404c206fb25,2026-04-19,free,FR,11,5,5.2,4,30,30,1
usr_6e4e71e902f2,2026-02-25,pro,US,23,4,15.0,3,25,30,1
usr_ece6aa51a592,2026-04-11,free,BR,0,0,9.0,1,17,0,0
usr_825b56c7810d,2026-04-02,free,US,25,8,1.8,2,12,37,0
usr_40945b3367ba,2026-04-25,free,US,39,7,6.1,0,10,46,0
usr_2e2479c4641e,2026-02-10,free,AU,44,8,3.0,6,3,91,0
usr_bce3e4e389cd,2026-01-27,free,IT,20,3,14.3,1,28,27,1
usr_9e045cde40f6,2026-01-29,free,IT,0,0,9.9,1,27,15,1
usr_d723264166cc,2026-03-20,free,ES,30,7,6.0,3,3,54,0
usr_b30970e7c2a3,2026-04-03,free,BR,10,0,4.0,3,14,30,0
usr_55ef396c7b25,2026-02-19,pro,FR,31,9,7.0,7,9,58,0
usr_ef530eb6629c,2026-04-11,pro,AU,38,8,21.0,6,2,57,0
usr_d3fdd68c0aaa,2026-03-05,free,IT,22,5,13.6,3,3,42,0
usr_4154255c8764,2026-04-18,pro,CA,36,8,26.1,6,3,62,0
usr_f620e247cbfc,2026-01-29,free,BR,15,0,5.3,1,16,18,1
usr_d8d4654a09a1,2026-04-08,pro,FR,35,10,23.2,6,2,86,0
usr_d52c594b186a,2026-01-30,pro,CA,33,9,21.3,7,6,61,0
usr_014c0069d4ca,2026-03-15,free,IN,24,4,9.1,3,7,51,1
usr_2b340bdf3a78,2026-03-30,free,IT,12,0,6.8,1,11,35,1
usr_993194beec9c,2026-03-23,pro,IN,25,6,5.0,3,3,49,0
usr_5fcec3e0dfa0,2026-04-07,free,FR,12,2,5.1,2,16,37,0
usr_891086e9301e,2026-02-15,free,CA,1,1,1.0,3,29,0,1
usr_89b378f8736a,2026-02-28,enterprise,ES,39,11,24.2,6,1,80,0
usr_48c1579986b6,2026-03-20,free,US,28,5,12.1,4,4,64,0
usr_1d79511de8aa,2026-03-28,free,IT,28,8,6.1,2,6,49,0
usr_bf1f68e8606d,2026-01-29,free,AU,24,9,1.8,3,6,41,0
usr_540ca5ec6fb6,2026-02-25,free,US,22,5,9.2,4,19,40,0
usr_6f4b54484ee4,2026-04-03,pro,ES,37,10,23.0,4,2,76,0
usr_1f85fce50414,2026-04-10,free,IT,23,5,3.3,6,10,47,0
usr_eea2c29ac3a1,2026-04-23,free,DE,11,6,12.3,0,21,27,1
usr_2f5dea0a140e,2026-01-31,pro,IN,33,6,20.8,4,9,55,0
usr_1bafe258a725,2026-02-23,pro,IT,36,9,29.2,5,8,73,0
usr_addff910aca0,2026-03-15,free,US,12,2,9.3,0,30,38,0
usr_7551b683f03f,2026-03-14,pro,ES,32,7,23.5,3,3,63,0
usr_e0a885589086,2026-03-17,pro,DE,40,9,16.4,4,9,67,0
usr_05aab0165fe6,2026-04-12,free,UK,19,3,6.4,6,13,39,0
usr_80562d107e88,2026-03-22,free,CA,42,10,5.5,3,1,88,0
usr_9340286d6a51,2026-04-21,free,AU,21,3,9.5,3,21,37,0
usr_d9705d446ac3,2026-02-11,free,UK,37,5,1.4,2,3,55,1
usr_0ff2f1b36a79,2026-02-02,free,ES,33,7,10.9,5,6,62,0
usr_ccf95ba0bc04,2026-04-18,pro,CA,38,9,16.6,7,4,64,0
usr_92222d92223e,2026-03-17,pro,ES,33,7,25.3,4,4,68,0
usr_56f9199f37b5,2026-03-31,pro,US,22,4,16.1,8,3,48,0
usr_81004c279015,2026-03-10,pro,AU,26,4,15.0,4,10,65,1
usr_6ecbef37b231,2026-02-04,free,IT,16,7,1.0,5,18,37,0
usr_8d76cb685a9c,2026-01-31,free,FR,26,5,9.2,2,3,63,0
usr_22e52659e69d,2026-03-21,free,AU,12,1,12.7,0,22,21,0
usr_c40fa8370709,2026-04-02,free,CA,12,2,9.7,5,10,15,1
usr_5c73276fcb02,2026-01-30,free,US,0,0,8.0,4,13,0,1
usr_53e9b139ea3c,2026-02-19,free,ES,20,7,5.5,3,14,40,0
usr_f5d25ba15c53,2026-03-31,free,IN,39,13,7.8,4,2,76,0
usr_e8dda1ea1c3a,2026-01-29,free,AU,28,8,6.4,4,4,56,0
usr_0370a2ecfbf0,2026-02-14,free,US,7,3,4.7,6,21,20,1
usr_09481ca56b8d,2026-03-29,pro,CA,20,4,17.3,5,5,47,0
usr_4b219f7c66df,2026-02-12,pro,AU,36,6,24.2,4,2,74,0
usr_9a528d4c0360,2026-02-20,enterprise,UK,27,5,18.9,6,1,78,0
usr_8f2a0a062184,2026-03-31,free,FR,13,2,11.2,1,23,27,1
usr_3bdc6626c7ea,2026-02-15,free,DE,14,4,6.4,5,30,35,1
usr_22f18a855d41,2026-02-27,free,UK,21,8,4.4,0,7,43,0
usr_acac1b6bb053,2026-02-11,pro,FR,22,5,11.8,6,4,49,0
usr_32d17e91272f,2026-04-16,pro,IN,38,12,16.6,3,3,76,0
usr_95ef16889a68,2026-02-21,free,IN,20,5,6.9,3,6,48,0
usr_7fc57e512d92,2026-04-12,free,BR,11,0,2.3,3,13,21,1
usr_ca71ef938d43,2026-03-03,free,IN,14,2,17.3,1,23,23,1
usr_fa24095a7b6c,2026-02-03,free,IT,21,6,4.0,0,14,34,1
usr_4cac8ec359bd,2026-04-04,free,AU,16,0,5.4,4,7,48,1
usr_22a094a3c3ad,2026-04-22,enterprise,DE,49,14,15.6,7,2,97,0
usr_ba171f8c5cd0,2026-04-12,pro,UK,30,8,7.8,7,5,69,0
usr_922c2514b898,2026-04-15,free,FR,27,7,15.4,3,2,49,0
usr_c430517c8327,2026-03-06,free,FR,21,6,2.4,1,5,51,0
usr_4bb3d2a433ca,2026-04-20,pro,UK,23,3,26.0,6,6,53,0
usr_c3a11e5818bb,2026-03-07,enterprise,IN,51,9,17.3,6,2,91,0
usr_6b734e615d6e,2026-04-23,pro,DE,32,4,22.2,3,6,72,0
usr_7c1990939451,2026-03-29,pro,IN,31,8,19.0,5,4,68,1
usr_7ba563cae469,2026-02-14,free,DE,8,0,5.3,1,21,27,1
usr_c6edc61debe6,2026-02-16,free,US,1,0,1.5,4,21,13,0
usr_5242c57a92cc,2026-02-20,free,IN,21,4,12.3,2,26,40,1
usr_ec33575e948a,2026-02-26,enterprise,ES,23,7,25.5,7,5,64,0
usr_0a4fc6cfcfd8,2026-01-31,free,FR,10,4,1.0,3,2,42,0
usr_58bc531cc2ed,2026-03-03,enterprise,FR,41,13,29.3,10,2,84,0
usr_4f9924cc19b3,2026-02-03,pro,DE,28,9,5.0,6,4,46,0
usr_ff5e8fc1f885,2026-04-10,pro,FR,28,9,5.0,5,7,69,0
usr_cfa99c405aa1,2026-03-06,free,IN,20,4,8.0,0,3,41,0
usr_45d675540ef0,2026-02-25,free,US,17,4,1.0,2,12,21,0
usr_8e25e28621d0,2026-04-23,pro,UK,24,6,10.1,6,10,67,0
usr_6c81b43b5cac,2026-03-11,pro,IN,40,8,18.5,7,3,70,0
usr_2bb4088f7a00,2026-04-13,pro,US,39,7,14.7,5,3,86,0
usr_e5c1425e3123,2026-02-08,pro,UK,39,9,13.7,7,6,65,0
usr_87d0ea88ff49,2026-02-19,free,AU,21,4,10.5,0,5,44,0
usr_2f1b171cfa28,2026-04-01,free,US,8,1,4.4,6,11,25,0
usr_ca866e21b1fe,2026-02-10,free,CA,36,9,2.4,6,3,65,0
usr_8c9b9fc57e67,2026-02-21,free,US,0,0,7.8,6,26,13,0
usr_a850f888f907,2026-04-16,free,FR,13,5,1.0,3,20,24,1
usr_3876fde2a303,2026-01-27,free,CA,19,5,2.0,0,3,41,1
usr_67a1b35fd4ff,2026-02-14,free,US,18,7,12.5,1,24,16,1
usr_3b5e0cd655bc,2026-04-15,free,US,20,4,12.5,4,18,34,0
usr_362722e49254,2026-03-17,pro,IT,47,11,9.2,5,0,86,1
usr_729ef4f82dfc,2026-04-22,free,ES,18,0,13.9,3,10,43,0
usr_fdd81df447f7,2026-04-24,pro,BR,25,5,18.2,5,9,66,0
usr_360d201fcf43,2026-04-18,pro,ES,48,12,15.1,7,3,95,0
usr_3a037be679c3,2026-03-27,pro,US,29,5,9.6,7,2,55,0
usr_07d196d346f6,2026-04-25,free,ES,35,9,5.1,0,5,73,0
usr_2a06c929dc51,2026-02-23,free,FR,8,0,5.2,2,21,7,0
usr_1affcbbaad7f,2026-03-06,free,UK,18,1,4.5,0,2,43,0
usr_644823cf0cb2,2026-04-17,free,UK,32,9,13.4,2,7,59,0
usr_6d2ca55f327b,2026-03-24,free,IN,16,4,4.1,1,9,52,0
usr_9af090e11aa2,2026-01-27,free,IN,0,0,4.5,6,12,5,1
usr_b17330cd85cd,2026-03-09,free,AU,14,5,13.4,6,17,40,0
usr_288ff0c48c94,2026-03-25,free,BR,33,11,3.2,2,4,65,0
usr_9ecfefd7ae47,2026-02-16,free,CA,17,5,14.9,5,25,29,1
usr_4a7516e0aad0,2026-04-05,free,FR,9,2,6.8,3,27,9,1
usr_6c57e4793e6a,2026-03-07,free,FR,15,3,12.8,0,22,27,1
usr_266e8ff08625,2026-02-27,free,ES,13,5,3.5,4,21,12,1
usr_8654f0f321a9,2026-03-16,free,BR,6,0,11.4,0,27,34,1
usr_774e98909570,2026-01-30,free,FR,16,2,6.0,1,12,26,1
usr_28cf3512ce8f,2026-04-08,pro,IT,29,9,5.0,7,4,52,0
usr_7a3896d4b7c9,2026-01-29,free,DE,17,3,8.0,3,15,28,1
usr_8467f2e52f6a,2026-02-21,free,FR,7,3,9.3,4,26,9,0
usr_58b5e465cb1a,2026-02-01,free,UK,19,4,8.7,5,18,37,1
usr_6245d4b4a9b9,2026-03-24,free,IN,28,9,9.9,2,10,58,1
usr_5d38f519ff3f,2026-03-18,pro,UK,23,6,17.7,4,9,65,0
usr_94c59cbb54e6,2026-04-15,free,US,31,5,7.8,6,4,51,0
usr_0f5694f7200f,2026-04-25,enterprise,AU,41,10,26.7,8,2,85,0
usr_62ffb058d217,2026-02-21,free,UK,20,6,5.1,3,17,37,0
usr_39606c95de07,2026-02-20,free,CA,13,3,15.3,3,28,29,1
usr_2265845241d0,2026-02-09,free,CA,13,2,2.9,3,14,16,1
usr_9f058607bf32,2026-03-16,free,DE,4,0,7.0,1,15,11,1
usr_e177e0037168,2026-04-21,free,IN,8,0,12.2,5,18,20,0
usr_7664df50e262,2026-02-11,free,DE,16,4,5.7,2,23,26,1
usr_9f2604275f2c,2026-02-25,free,IT,19,8,5.1,0,17,37,0
usr_a5545c07412e,2026-02-07,pro,AU,29,7,16.4,5,10,52,1
usr_e5ac48e2d208,2026-04-08,free,UK,22,4,9.2,4,17,34,0
usr_b505b78125c6,2026-03-01,pro,BR,31,8,19.7,7,3,78,1
usr_20460c3699fe,2026-02-14,free,BR,27,5,6.4,2,6,49,0
usr_4bbda2195e02,2026-02-22,free,US,23,8,8.8,1,20,37,0
usr_805ee5d5deed,2026-04-21,free,US,4,0,11.5,5,14,7,0
usr_e814b49e526d,2026-04-20,pro,DE,45,6,11.6,3,0,93,0
usr_11dca99ad28d,2026-04-21,free,ES,40,6,5.1,5,2,80,0
usr_cd7b9b456b3b,2026-02-21,free,IT,17,5,9.3,2,10,47,1
usr_9d9e6948d8fc,2026-03-05,pro,BR,20,4,10.4,5,7,42,0
usr_31193009f5e4,2026-04-09,free,ES,35,7,5.3,4,8,65,0
usr_99ce01814157,2026-02-11,free,DE,27,3,5.4,2,8,50,0
usr_e03a9c9d71ed,2026-02-06,pro,IN,34,6,12.7,7,10,60,0
usr_aa994645f5fc,2026-03-23,free,US,6,2,12.6,4,12,22,1
usr_8f8fe9a4cdb0,2026-04-04,free,AU,6,0,9.3,3,10,4,1
usr_acfc53479ef4,2026-03-04,free,AU,23,5,10.1,2,2,50,0
usr_26ee2a2480ad,2026-04-17,enterprise,BR,37,8,23.7,9,3,87,0
usr_9ccee806a8c2,2026-04-09,free,IT,31,8,17.8,1,8,58,0
usr_24d9328427b1,2026-02-18,pro,DE,29,10,10.1,9,4,57,0
usr_f18b7afeaea4,2026-04-19,free,IT,9,4,11.2,4,26,32,0
usr_9bbcbb84adc2,2026-03-26,free,CA,13,4,7.8,5,21,25,1
usr_281a1822e6ec,2026-03-20,free,CA,24,5,18.5,1,17,39,1
usr_5e6b61124051,2026-02-06,free,US,1,0,9.1,3,19,0,0
usr_32c34ee1f3ce,2026-02-19,pro,CA,12,5,20.0,6,22,30,0
usr_38c5b497a988,2026-03-21,free,AU,9,2,1.0,3,11,20,0
usr_3cefeb69c4b8,2026-04-15,pro,IN,41,9,11.1,6,3,80,0
usr_aea87958e1a0,2026-01-30,free,AU,14,3,10.8,3,24,27,1
usr_b9bc47724840,2026-03-12,free,IN,19,7,10.1,4,26,35,1
usr_5ecfbafe5811,2026-04-09,free,IT,38,4,15.9,3,3,67,0
usr_5272932fa0b4,2026-03-30,free,UK,15,7,9.2,3,23,34,1
usr_de0c92ba69f1,2026-03-22,enterprise,IT,47,8,36.4,6,1,83,0
usr_d9fb7addd89e,2026-03-15,pro,IT,23,4,11.4,6,9,41,0
usr_39fcbf468a88,2026-03-03,free,BR,34,7,11.5,0,2,51,0
usr_132b25b33eae,2026-04-18,pro,US,36,9,8.4,9,2,83,0
usr_119f6132d2bd,2026-02-12,free,CA,19,0,7.6,1,25,26,1
usr_0b9e7dad4482,2026-03-30,pro,UK,30,4,13.6,5,8,48,0
usr_953410063ef6,2026-04-26,free,BR,36,9,9.8,0,4,72,0
usr_928e6fd3ddd0,2026-04-01,free,CA,15,1,1.0,5,16,36,0
usr_9731020376c4,2026-03-04,free,CA,24,2,5.2,0,13,35,0
usr_cab3afd03625,2026-01-28,pro,IN,19,3,24.3,8,30,38,0
usr_d2e7b180baba,2026-04-07,free,UK,26,7,15.1,1,7,43,0
usr_ef7f412b7f77,2026-02-08,free,BR,15,3,1.0,2,26,24,0
usr_86af05d4c52f,2026-03-29,pro,UK,33,7,5.8,3,9,54,1
usr_ca121d60cca9,2026-02-04,pro,IT,41,10,15.9,3,9,58,1
usr_4e40d161db0d,2026-03-13,free,AU,13,3,1.0,4,26,27,1
usr_1e21b7d95959,2026-04-11,free,FR,25,7,1.0,2,17,31,0
usr_82e5f1bcd464,2026-04-03,free,FR,5,0,10.6,3,23,23,1
usr_8a82558a166d,2026-02-03,pro,BR,16,6,24.5,8,23,35,0
usr_2e742266f379,2026-03-31,free,IN,0,0,6.8,3,17,8,0
usr_98e4be9a1ca4,2026-02-26,free,DE,19,5,7.8,2,14,31,0
usr_60b78dd4561f,2026-04-22,free,US,7,0,10.6,0,27,18,1
usr_a4f75c5fc872,2026-02-24,pro,UK,39,6,17.1,8,6,65,0
usr_dfa8fa723786,2026-03-09,free,AU,24,3,3.3,0,2,47,0
usr_277409847fe1,2026-04-02,free,US,34,7,12.3,3,10,72,0
usr_8f69fcc4676a,2026-02-15,pro,AU,33,8,12.0,6,4,63,0
usr_de1b6c57b8c3,2026-04-20,pro,BR,26,4,12.1,3,10,64,0
usr_a5eaa42247aa,2026-03-12,free,BR,28,4,4.9,1,10,54,0
usr_610e42ff682d,2026-03-01,free,US,9,3,3.3,3,25,23,1
usr_69716b89c402,2026-04-18,free,CA,4,0,7.7,6,13,22,1
usr_ee9f281832a9,2026-04-09,free,FR,7,0,4.6,2,19,13,1
usr_f9984a505742,2026-03-24,enterprise,FR,32,9,28.9,9,0,81,0
usr_6295f7e35a7f,2026-02-20,pro,US,29,10,20.4,3,5,69,0
usr_c7f54081db8f,2026-02-07,free,BR,37,10,1.0,0,5,61,0
usr_d510b5fe0e96,2026-03-15,free,CA,16,7,7.4,1,14,38,0
usr_f2826d074901,2026-03-16,enterprise,DE,51,10,31.7,9,3,94,0
usr_56e408c3d67f,2026-03-01,free,IT,24,4,2.7,4,10,59,1
usr_011bd624d4a0,2026-02-01,free,BR,21,6,12.8,3,2,42,0
usr_0be786e71e0e,2026-04-19,free,DE,28,10,12.3,2,10,48,0
usr_fc8c3efa994a,2026-04-13,pro,IN,40,11,13.0,4,7,66,1
usr_ff4f798fa37c,2026-02-19,free,AU,19,1,3.4,4,2,50,0
usr_da467266c3a4,2026-02-10,enterprise,FR,50,13,45.0,8,3,100,0
usr_1595608a2ee3,2026-03-29,pro,IN,20,5,7.2,8,8,57,0
usr_10467e2da1ef,2026-04-04,free,FR,25,5,18.3,6,3,51,0
usr_8b009c5d8ac8,2026-03-27,free,US,31,10,2.2,3,4,74,0
usr_a358405ef0bd,2026-02-21,enterprise,IN,58,13,29.7,7,0,100,0
usr_4d6d1f4da840,2026-03-11,pro,US,46,11,13.8,6,3,97,0
usr_e1f0d3b0c1df,2026-04-09,free,DE,25,4,4.3,2,27,40,0
usr_63b5e286d44c,2026-04-06,free,UK,23,6,2.8,2,10,62,0
usr_e5d9241f28de,2026-04-16,free,AU,4,0,3.3,3,21,21,0
usr_6b617023fb09,2026-03-24,pro,CA,35,11,26.9,6,10,72,0
usr_cb0d78f6114d,2026-02-18,free,IN,17,7,9.4,1,22,31,1
usr_01ee45c07c65,2026-02-03,free,IT,8,0,1.0,4,22,25,0
usr_b493e70334f4,2026-04-26,free,CA,4,0,15.9,0,21,2,0
usr_a1d569e69051,2026-02-24,free,CA,10,2,8.1,2,11,38,1
usr_e9df1dfe909a,2026-02-01,free,ES,7,0,1.2,3,23,30,1
usr_c90860e5592d,2026-04-02,free,IT,37,8,5.8,2,4,68,0
usr_dd24bfad4d05,2026-04-25,free,US,17,4,12.7,6,26,35,1
usr_de63544aabee,2026-03-03,free,IT,12,2,11.5,1,25,5,1
usr_4bf531a28381,2026-02-27,free,DE,10,2,1.0,2,16,9,1
usr_fc2ce58b1e10,2026-03-01,free,CA,10,4,9.3,6,24,24,1
usr_0215861c58a7,2026-04-16,free,CA,7,4,2.5,3,19,19,1
usr_ce756502224d,2026-03-10,free,BR,20,1,7.9,4,10,52,0
usr_6bee78ee7e5a,2026-03-07,pro,DE,43,9,20.2,6,3,81,1
usr_540cc60dfe3e,2026-03-16,free,IT,1,1,11.5,4,11,0,1
usr_a1b62c917a34,2026-03-08,pro,IN,48,7,14.0,5,0,84,0
usr_0b88ccdf9fab,2026-02-03,free,IN,25,6,7.4,3,5,61,0
usr_3087a8ebf44a,2026-03-03,free,IT,25,7,5.3,0,5,53,0
usr_6c6820087d91,2026-02-18,free,FR,6,0,12.5,1,26,6,1
usr_1b601460e72c,2026-02-17,free,IN,29,8,7.5,2,5,45,0
usr_12822ea4da8b,2026-02-21,free,US,16,5,8.9,3,24,27,1
usr_10519e0d202b,2026-04-26,pro,ES,42,11,24.0,5,1,81,0
usr_83d7a10b7a89,2026-02-25,free,UK,20,5,2.5,5,22,37,1
usr_1e9eaad4c3c1,2026-03-10,free,BR,17,5,7.1,2,15,20,1
usr_9e97807ab647,2026-02-26,pro,CA,50,14,9.9,3,1,97,0
usr_d7db8bef47ca,2026-03-06,free,IN,26,4,1.7,6,10,44,0
usr_1d788aef3d36,2026-03-30,pro,FR,33,8,26.9,5,5,58,1
usr_078f124fd1ab,2026-03-20,free,ES,0,0,5.8,2,13,4,0
usr_ce65ec89c6e9,2026-02-21,pro,UK,34,9,17.9,6,9,64,0
usr_2df63ffc6545,2026-04-02,free,IT,1,0,17.5,3,25,0,1
usr_811d47778ce2,2026-04-07,free,FR,41,10,13.6,0,5,71,0
usr_ec42fde51a85,2026-04-04,pro,UK,37,10,14.5,6,3,82,0
usr_55c10b965589,2026-03-01,pro,FR,33,5,8.0,4,4,65,0
usr_645c5280a040,2026-02-04,free,BR,16,5,7.6,2,3,44,0
usr_060dbb6cebc4,2026-03-17,free,AU,12,3,9.7,1,17,26,0
usr_1857d82f105e,2026-01-31,free,CA,13,1,6.7,4,23,15,0
usr_774175d9e115,2026-02-02,free,DE,31,6,8.0,2,3,56,0
usr_22219f357084,2026-04-13,free,AU,12,1,12.0,1,6,46,0
usr_510dfda5d634,2026-03-09,free,ES,18,5,7.5,3,14,20,0
usr_4ad25d0e57ea,2026-03-06,free,US,29,9,3.4,2,2,64,0
usr_aa43e66fb2a9,2026-02-15,free,IN,21,3,13.6,5,3,48,0
usr_6e2c462c78d2,2026-02-13,enterprise,IT,44,12,25.3,7,3,89,0
usr_445d2000192d,2026-03-17,free,US,14,6,8.8,2,26,36,0
usr_16c6e7b44959,2026-03-06,free,US,33,8,12.2,3,7,72,0
usr_22bd0abae65c,2026-04-22,free,US,35,4,11.7,0,1,78,0
usr_38554e95c1b8,2026-03-31,enterprise,DE,22,0,30.6,10,6,62,0
usr_29a334da8621,2026-03-21,pro,ES,31,9,24.4,7,9,68,0
usr_22c149a7e518,2026-03-12,free,IT,42,7,2.9,4,5,64,1
usr_92514104c525,2026-02-10,free,BR,33,6,1.6,4,8,60,0
usr_0b3c7fae99b8,2026-02-16,pro,BR,40,6,16.7,3,2,66,0
usr_dbcd7ff59486,2026-01-31,free,BR,34,11,12.6,0,9,57,1
usr_cc3f0992d56b,2026-03-22,free,IT,31,6,6.3,1,3,56,0
usr_81ac1b7f9a9c,2026-04-08,enterprise,FR,47,12,19.0,9,3,85,0
usr_8c493327a91b,2026-02-18,free,IT,26,5,18.1,0,4,54,0
usr_fa323d4a1d9a,2026-02-22,free,US,33,8,10.6,2,5,51,0
usr_ff8f944563f2,2026-04-11,enterprise,BR,49,10,23.7,8,1,85,0
usr_f933649b5ae1,2026-04-26,pro,UK,45,10,5.0,5,3,79,0
usr_d874d8e23abf,2026-04-24,pro,US,43,9,18.5,6,2,86,0
usr_fc7628867359,2026-04-02,free,IN,38,8,15.2,0,1,78,0
usr_b7f5d338454f,2026-02-21,free,BR,28,5,1.0,5,3,43,1
usr_be5b2c7b2e2a,2026-03-30,free,UK,10,2,8.7,0,29,21,1
usr_0abf12dee1bb,2026-02-20,free,IN,0,0,15.8,5,27,11,0
usr_d25ef5174fc2,2026-03-01,free,CA,17,6,6.6,3,10,45,0
usr_e068138cbcdb,2026-02-14,free,CA,6,4,12.9,4,15,8,1
usr_5b790b452c77,2026-03-07,free,FR,32,5,8.9,0,6,59,0
usr_5b878d6b76f1,2026-03-24,free,US,35,8,3.5,2,3,65,0
usr_ad12399d8428,2026-03-31,pro,IN,34,7,7.3,10,5,61,0
usr_8f2bbb38909e,2026-04-05,free,ES,25,3,3.7,0,20,36,0
usr_6e2657896a9e,2026-03-17,free,FR,1,0,9.4,0,10,2,1
usr_c9d9d936079a,2026-03-06,free,ES,2,0,2.2,5,18,19,1
usr_ad64772ef0e8,2026-04-05,free,ES,26,5,4.1,3,10,33,1
usr_7a1076a117c3,2026-03-06,free,UK,13,2,14.2,5,14,29,1
usr_7aa2d910d2be,2026-03-21,pro,AU,15,0,28.4,3,30,36,0
usr_61ae36dfb51b,2026-03-30,free,BR,18,2,8.6,1,10,31,1
usr_43297ebb52da,2026-02-19,free,ES,11,4,6.4,4,17,36,1
usr_9c5f988be6d1,2026-02-10,free,CA,16,7,3.0,2,27,10,1
usr_168347915155,2026-04-02,free,DE,2,2,12.7,5,10,0,1
usr_14ba2ba48dce,2026-03-04,pro,AU,34,5,17.5,6,4,60,0
usr_121c6fb6deca,2026-02-02,free,IN,26,6,2.6,4,10,63,0
usr_f6d667e6c435,2026-03-05,free,IT,14,6,5.4,3,10,27,1
usr_1a8f4b5e68a2,2026-02-02,free,DE,23,3,6.0,1,5,45,0
usr_2d346cd38d03,2026-03-09,pro,FR,25,4,13.7,4,10,69,1
usr_de28dfc3ce67,2026-04-18,pro,IN,39,11,7.8,3,0,81,0
usr_e8f747c0c1e4,2026-03-30,enterprise,IN,45,7,39.0,6,0,78,0
usr_a676fa69559f,2026-02-16,free,BR,12,7,7.1,1,17,33,0
usr_87ceee05d420,2026-01-31,free,UK,20,3,8.8,1,19,24,1
usr_afa368ae8ac2,2026-02-21,free,IT,31,11,14.0,4,10,66,0
usr_4379c8146616,2026-04-03,free,US,17,3,3.2,2,10,22,1
usr_18631cbee011,2026-03-07,enterprise,US,46,9,40.8,7,3,88,0
usr_35fc3b06edbf,2026-03-23,pro,BR,35,6,8.9,3,9,74,0
usr_ced8db6ff14f,2026-03-09,free,DE,48,10,10.0,0,3,100,0
usr_7ed8d555074e,2026-03-10,free,BR,19,3,4.9,3,21,25,1
usr_fb1ebe376522,2026-03-24,pro,IT,22,4,7.7,6,10,44,0
usr_f15c982b8b55,2026-03-07,pro,US,29,6,5.0,7,5,64,0
usr_6f7b3cc977ca,2026-03-17,free,IN,24,8,2.0,2,30,35,0
usr_f750bd06a4a2,2026-02-26,enterprise,UK,45,10,28.1,7,1,100,0
usr_651dabd2ae4a,2026-01-27,free,FR,33,7,11.4,3,2,56,0
usr_46e4707eb697,2026-04-05,free,US,21,6,18.3,5,8,52,1
usr_d92c55618b02,2026-02-18,free,FR,13,5,11.3,0,12,25,1
usr_9ae5054f7f74,2026-02-08,free,UK,21,3,12.0,3,10,56,0
usr_0224a8443c2c,2026-04-21,free,US,8,3,3.2,3,15,9,1
usr_b7c9aad30c43,2026-03-12,pro,CA,35,9,21.1,6,2,59,0
usr_fef20cce23aa,2026-02-15,free,US,25,6,5.1,5,6,42,0
usr_e279008012e2,2026-04-23,free,US,19,7,1.1,3,2,51,1
usr_b9649241e59b,2026-02-21,free,ES,27,10,1.3,3,8,44,0
usr_deb4a47ee18a,2026-03-10,free,ES,22,5,12.3,6,9,46,1
usr_99ba9cda71f4,2026-03-07,free,IN,20,2,10.5,2,26,36,0
usr_77d876a37419,2026-03-24,free,FR,27,5,8.8,3,10,45,0
usr_59a3049d7368,2026-02-10,free,IN,33,7,3.4,6,7,61,0
usr_8925cd280d6b,2026-01-28,free,BR,26,8,1.0,3,6,50,0
usr_289396e7010a,2026-03-13,pro,FR,23,5,28.6,4,7,52,0
usr_cf44a4e6d766,2026-02-04,free,IN,31,11,7.9,2,7,62,1
usr_2d642976e496,2026-04-01,pro,AU,24,5,17.7,6,8,65,0
usr_65eed4a4cd35,2026-04-14,pro,BR,39,7,25.2,8,8,62,1
usr_2438c7377d99,2026-03-06,free,CA,0,0,15.4,3,25,0,0
usr_fbd90d9b7a0a,2026-04-11,enterprise,AU,33,7,19.7,8,9,66,0
usr_9b4f0dafd502,2026-03-28,free,FR,33,4,7.6,6,10,67,0
usr_ce6a065dcd18,2026-04-12,free,UK,19,0,12.9,0,9,55,0
usr_d4fd48b61d29,2026-03-18,free,UK,26,3,18.2,3,10,67,1
usr_98504cc2707b,2026-01-29,free,FR,30,8,9.2,3,8,66,1
usr_07eb48675b5d,2026-03-19,enterprise,DE,37,11,39.8,8,3,65,0
usr_54ea7f9a62e8,2026-02-18,pro,IN,44,13,24.4,6,2,85,0
