user_id,session_count_7d,feature_breadth,avg_session_duration_min,days_since_last_use,engagement_score,churned,plan,segment
usr_1abbd43d,16,7,22.98,1,85.5,0,enterprise,power_user
usr_3489c2c0,17,8,38.55,0,88.68,0,pro,power_user
usr_fb90e06a,13,8,24.63,0,84.45,0,pro,power_user
usr_35d82bd2,18,9,30.42,1,98.6,0,enterprise,power_user
usr_c25a9f0f,18,6,27.9,0,85.69,0,enterprise,power_user
usr_a13f92d6,17,9,20.58,1,98.12,0,enterprise,power_user
usr_6ecb6c80,18,9,47.88,0,82.34,0,enterprise,power_user
usr_444e2858,20,10,49.38,1,82.42,0,enterprise,power_user
usr_cd043943,19,10,38.8,1,97.6,0,enterprise,power_user
usr_bf11ce65,18,9,53.22,1,93.38,0,pro,power_user
usr_f12085ba,18,9,49.62,0,92.56,0,enterprise,power_user
usr_88dc049f,12,8,58.87,1,94.27,0,pro,power_user
usr_114a417c,13,6,43.46,1,84.09,0,enterprise,power_user
usr_ad6aaf73,19,8,52.99,0,91.12,0,enterprise,power_user
usr_c99de90f,10,9,51.65,0,91.79,0,enterprise,power_user
usr_c0477852,16,6,39.09,0,84.34,0,pro,power_user
usr_60d776f5,18,10,39.07,1,98.05,0,enterprise,power_user
usr_8d4c2c75,18,10,21.9,1,81.75,0,pro,power_user
usr_7c903c10,20,6,39.14,0,81.51,0,pro,power_user
usr_c1eec017,12,10,56.03,0,99.57,0,enterprise,power_user
usr_3e50b40a,10,7,59.52,0,89.34,0,pro,power_user
usr_ead071e1,17,10,47.15,1,87.84,0,pro,power_user
usr_0e1d95a3,10,6,51.74,1,85.12,0,enterprise,power_user
usr_9cae1ec6,13,6,26.77,0,82.68,0,pro,power_user
usr_eeedb329,20,8,52.51,0,88.81,0,enterprise,power_user
usr_8ba0e4e8,10,8,56.61,1,93.5,0,enterprise,power_user
usr_3bd41779,17,7,42.71,0,91.61,0,enterprise,power_user
usr_c9dd21bb,14,7,49.14,0,81.33,0,enterprise,power_user
usr_472c2440,19,10,44.72,0,92.61,0,pro,power_user
usr_8807cc0a,19,7,42.12,0,96.93,0,enterprise,power_user
usr_1d0c7d39,12,7,33.58,1,97.94,0,pro,power_user
usr_27cf85c3,12,7,20.42,1,80.91,0,enterprise,power_user
usr_5ab5d776,19,7,30.77,0,86.44,0,pro,power_user
usr_385f7603,10,7,32.62,1,90.27,0,enterprise,power_user
usr_7abbbcc7,20,9,24.66,0,95.43,0,enterprise,power_user
usr_34926fc6,14,9,38.35,0,96.54,0,pro,power_user
usr_922e6af6,20,10,20.1,0,92.58,0,enterprise,power_user
usr_954b458c,15,8,22.23,0,91.01,0,enterprise,power_user
usr_38a81642,16,8,49.37,1,87.9,0,pro,power_user
usr_5302e479,20,6,57.57,1,89.9,0,enterprise,power_user
usr_da488b33,14,7,56.31,0,95.45,0,enterprise,power_user
usr_73ee0104,11,9,54.68,0,92.16,0,pro,power_user
usr_7647dfe1,10,9,53.54,1,81.55,0,pro,power_user
usr_aac9824b,19,8,39.24,0,83.57,0,pro,power_user
usr_a23fcea0,16,10,44.55,1,99.12,0,enterprise,power_user
usr_48bc00d7,11,9,39.58,0,91.8,0,pro,power_user
usr_20747ab9,20,8,47.67,0,90.55,0,pro,power_user
usr_f73022a3,13,7,47.11,1,95.01,0,enterprise,power_user
usr_d48cee38,13,6,38.75,0,87.22,0,pro,power_user
usr_c47c8514,12,8,46.75,1,94.07,0,enterprise,power_user
usr_8c7c4fcb,12,6,53.58,1,99.76,0,enterprise,power_user
usr_b9ce7682,14,7,39.85,1,83.9,0,pro,power_user
usr_bf5ddb69,10,9,21.04,0,96.39,0,pro,power_user
usr_10e0d570,11,9,20.86,1,97.33,0,pro,power_user
usr_e065b52e,16,6,54.35,0,83.39,0,enterprise,power_user
usr_f9aeb60d,13,9,41.01,1,90.92,0,enterprise,power_user
usr_83cbe42c,10,7,35.9,1,95.14,0,enterprise,power_user
usr_a832c57f,16,10,20.98,0,85.87,0,enterprise,power_user
usr_35b06f11,10,8,20.06,0,90.84,0,enterprise,power_user
usr_01ec9946,13,6,45.95,1,82.93,0,enterprise,power_user
usr_d8ac4413,11,7,52.97,1,82.65,0,enterprise,power_user
usr_58dc1e95,16,9,21.37,0,94.08,0,enterprise,power_user
usr_eb972f42,20,6,41.01,0,82.23,0,enterprise,power_user
usr_070315b9,11,7,50.78,1,91.58,0,enterprise,power_user
usr_44d5d224,14,10,29.88,1,94.57,0,pro,power_user
usr_c401223d,12,8,30.12,1,89.5,0,pro,power_user
usr_1b1bc9fe,14,7,33.42,1,98.37,0,enterprise,power_user
usr_e13b1bdb,14,6,20.05,0,93.55,0,enterprise,power_user
usr_c7194ba3,20,7,39.81,1,88.71,0,enterprise,power_user
usr_efc33d4a,16,7,29.19,0,85.82,0,enterprise,power_user
usr_62635337,13,9,46.71,1,96.88,0,enterprise,power_user
usr_fc44ff6e,15,7,23.92,1,89.68,0,enterprise,power_user
usr_abda1e32,11,7,22.21,0,82.86,0,pro,power_user
usr_25dbd927,16,7,24.98,0,81.58,0,enterprise,power_user
usr_7a92cd23,16,10,26.99,1,88.8,0,enterprise,power_user
usr_ca9be305,10,7,59.56,1,81.81,0,enterprise,power_user
usr_2f37b49e,15,7,38.15,1,90.54,0,enterprise,power_user
usr_ba20d724,16,6,57.1,1,91.46,0,enterprise,power_user
usr_be3f6176,19,9,22.86,1,84.7,0,enterprise,power_user
usr_a9562845,11,10,32.54,1,98.71,0,enterprise,power_user
usr_ccd9e2d1,14,8,26.52,0,87.01,0,pro,power_user
usr_a59246f2,19,10,34.64,0,86.75,0,pro,power_user
usr_e98236da,14,7,59.94,1,83.37,0,pro,power_user
usr_29012910,13,10,45.43,0,91.28,0,enterprise,power_user
usr_41b3da7c,20,7,58.44,0,86.08,0,pro,power_user
usr_e0770914,20,10,36.43,1,92.43,0,pro,power_user
usr_e3561d17,20,7,33.3,1,88.42,0,pro,power_user
usr_72b3f0a4,10,8,40.57,1,83.8,0,enterprise,power_user
usr_d5bc2da3,7,4,14.64,2,62.98,0,free,casual
usr_b9e9e8ea,5,4,20.33,3,55.04,0,free,casual
usr_ec79cda3,5,3,17.7,3,64.4,0,free,casual
usr_bae04534,4,5,16.71,3,54.74,0,free,casual
usr_8fbdd443,6,3,12.86,2,57.13,0,pro,casual
usr_cb785e80,5,4,14.44,4,60.77,0,free,casual
usr_78cb82fc,5,5,19.58,4,57.35,0,pro,casual
usr_f8894cd6,5,3,15.73,2,52.6,0,free,casual
usr_3f8347f8,5,3,10.49,5,60.09,0,free,casual
usr_6502cc72,5,3,20.29,2,46.34,0,free,casual
usr_f9cf537e,7,5,22.58,5,41.82,0,pro,casual
usr_2107685b,4,5,16.65,5,57.84,0,pro,casual
usr_8407e2af,6,5,17.21,2,42.16,0,free,casual
usr_18c06d72,5,3,17.38,3,61.16,0,free,casual
usr_f9e7b0d8,6,5,17.16,4,53.01,0,free,casual
usr_cfae6b61,6,3,18.32,5,63.92,0,free,casual
usr_d5f6ccaf,6,5,12.96,4,60.59,0,pro,casual
usr_2a46680e,6,4,22.43,5,64.88,0,pro,casual
usr_a25b6dac,5,4,12.83,5,54.79,0,free,casual
usr_f19a38b5,4,4,22.26,5,60.69,0,free,casual
usr_4c9a66f8,7,4,16.55,5,61.78,0,free,casual
usr_3be34963,6,4,18.76,3,40.56,0,free,casual
usr_56c35bed,3,4,10.7,3,54.22,0,free,casual
usr_51941e9a,3,4,20.6,5,63.93,0,pro,casual
usr_8ea4b9c0,3,3,22.87,2,53.49,0,pro,casual
usr_5fb7c66a,3,3,18.86,2,47.91,0,pro,casual
usr_421c99e6,3,5,12.14,2,58.36,0,free,casual
usr_59663dff,7,3,22.86,5,46.19,0,free,casual
usr_967053da,7,4,10.0,2,48.69,0,free,casual
usr_8c4dbdb7,3,4,22.65,5,62.54,0,pro,casual
usr_5df811f1,6,4,19.64,4,53.14,0,free,casual
usr_29ec96d3,7,5,15.01,5,47.71,0,pro,casual
usr_400d5152,3,4,17.03,5,46.08,0,pro,casual
usr_afffa52e,4,5,10.54,3,63.43,0,free,casual
usr_9f8865e4,5,4,21.84,3,58.48,0,pro,casual
usr_65ba0bca,7,5,23.19,2,43.64,0,free,casual
usr_83b049ad,6,3,23.53,3,46.76,0,free,casual
usr_aa1b9988,3,5,22.1,3,53.52,0,free,casual
usr_8d152853,7,5,19.13,4,52.38,1,free,casual
usr_0fbdccda,6,4,11.79,2,56.94,0,free,casual
usr_aeeefca3,3,3,21.33,4,40.24,0,free,casual
usr_c1fe3fd2,5,5,11.24,4,57.06,0,free,casual
usr_c341f3cd,4,5,12.17,5,42.63,0,free,casual
usr_79a74d17,5,4,16.35,2,46.7,0,pro,casual
usr_d94a1cda,6,5,11.34,3,62.86,0,pro,casual
usr_3e7bbf3e,3,5,23.26,3,41.23,0,free,casual
usr_db91c97a,4,3,10.82,2,53.67,0,free,casual
usr_21be0fe2,3,3,20.32,5,41.84,0,pro,casual
usr_e9107de3,6,4,21.09,3,64.36,0,free,casual
usr_9929e3e6,7,3,21.03,4,56.61,0,pro,casual
usr_b0569808,6,4,18.91,3,45.51,0,free,casual
usr_268696df,3,3,16.74,3,51.63,0,free,casual
usr_97252f09,5,5,18.7,5,64.31,0,free,casual
usr_59bd695a,6,5,12.27,3,53.76,0,free,casual
usr_c6e2e602,3,5,21.37,5,46.76,0,free,casual
usr_f6001054,4,5,22.33,2,42.32,0,free,casual
usr_2371eb52,5,5,24.12,4,45.88,0,free,casual
usr_b0625653,7,4,13.16,5,47.6,0,free,casual
usr_b13c528c,6,3,20.86,5,61.86,0,free,casual
usr_e9ac8613,7,3,17.01,4,62.93,0,free,casual
usr_8dbdc399,5,3,22.13,5,40.25,0,free,casual
usr_83a67965,7,3,10.64,2,58.89,0,free,casual
usr_a05642e0,4,4,12.23,2,52.49,0,pro,casual
usr_42f23cd2,7,5,13.5,3,50.65,0,pro,casual
usr_6c9cbba8,7,4,11.22,3,54.04,0,free,casual
usr_43eb7bbf,3,5,18.35,2,40.97,0,free,casual
usr_977c6fb3,6,3,21.77,2,57.9,0,free,casual
usr_8b4943e6,3,5,19.67,2,60.09,0,free,casual
usr_44a06c2c,7,4,11.03,4,60.72,0,pro,casual
usr_c2034a10,4,4,13.65,2,52.2,0,pro,casual
usr_110034e4,3,5,14.64,4,41.89,0,free,casual
usr_7f757183,5,4,18.8,4,56.53,0,pro,casual
usr_af3bfc9d,3,3,22.09,5,46.35,0,pro,casual
usr_4e27d233,7,3,12.72,2,41.24,0,free,casual
usr_637b4a92,4,3,17.81,4,51.18,1,free,casual
usr_2818f276,4,4,13.98,5,46.07,0,pro,casual
usr_1024dd60,6,5,10.74,5,61.43,0,free,casual
usr_be464d33,5,4,14.43,2,47.94,0,pro,casual
usr_783b1726,5,4,11.32,2,48.25,0,free,casual
usr_1be0360e,5,5,14.04,4,53.47,0,free,casual
usr_09811923,3,4,21.12,4,64.76,0,free,casual
usr_fda54b87,5,4,13.44,5,47.66,0,free,casual
usr_537be435,7,5,22.67,3,62.08,0,free,casual
usr_d78f7672,7,5,12.47,5,60.3,0,pro,casual
usr_3d21ff48,5,4,16.33,2,59.54,0,free,casual
usr_b5d1d4b5,5,4,11.02,2,52.71,0,pro,casual
usr_2228a61a,6,5,20.66,3,55.89,0,free,casual
usr_b0cf8c4d,7,3,12.83,2,61.98,0,free,casual
usr_60d9ca6f,4,5,13.47,4,56.61,0,free,casual
usr_4b1227e1,5,4,10.72,4,63.55,0,pro,casual
usr_b88a96e0,5,4,22.68,4,52.78,0,free,casual
usr_e251695b,7,4,21.68,4,53.66,0,pro,casual
usr_4200f8b8,6,4,11.12,3,42.25,0,free,casual
usr_f4da20c6,4,3,20.14,2,47.0,1,free,casual
usr_91a488e5,7,4,19.53,3,52.06,0,free,casual
usr_1ef0f406,4,4,22.69,5,51.7,0,free,casual
usr_de68f997,6,3,22.57,4,64.35,0,free,casual
usr_61ef1027,7,4,20.57,4,55.91,0,pro,casual
usr_2f5e4716,3,3,20.76,5,60.91,0,free,casual
usr_b193b842,6,3,10.73,4,58.48,0,free,casual
usr_99a486bd,4,4,17.58,5,42.48,0,free,casual
usr_a5806ea4,7,4,24.6,5,50.84,0,free,casual
usr_7edaa853,5,3,24.47,5,54.82,0,free,casual
usr_c4d64231,5,3,17.29,2,50.34,0,free,casual
usr_1f8f52ce,5,4,20.17,5,43.74,0,free,casual
usr_a7da2804,5,3,10.3,3,43.64,0,free,casual
usr_e2c9f48e,5,4,19.92,3,64.37,0,free,casual
usr_caf244ab,3,4,19.14,3,53.06,0,free,casual
usr_87eb236c,6,4,20.74,4,49.82,0,free,casual
usr_eba298ea,6,5,12.83,3,56.44,0,free,casual
usr_b28f9d91,4,3,22.96,3,49.81,0,free,casual
usr_68f5747a,5,3,24.39,3,49.31,0,pro,casual
usr_1c41aa8e,5,3,11.8,2,52.39,0,free,casual
usr_7cd311e1,3,5,17.37,4,50.63,0,pro,casual
usr_e93d5401,6,4,22.91,4,63.96,0,pro,casual
usr_1c154004,6,5,24.7,2,44.61,0,free,casual
usr_cadcb468,5,5,20.69,2,48.89,0,free,casual
usr_0e3fc1d1,7,4,25.0,4,60.21,0,free,casual
usr_4b65d777,5,5,24.25,4,60.63,0,free,casual
usr_22d44c77,3,4,17.46,2,59.54,0,pro,casual
usr_3e05d61b,6,3,23.91,5,49.25,0,free,casual
usr_ffa4f150,5,5,11.62,4,48.57,0,free,casual
usr_47f68e56,4,3,24.79,3,55.51,0,free,casual
usr_eb0a5c7d,6,3,19.87,5,64.09,0,pro,casual
usr_8d6d3db6,4,3,12.35,2,44.88,0,free,casual
usr_243905cd,4,3,14.44,4,44.24,0,free,casual
usr_2b4e5c22,3,4,14.7,5,56.56,0,free,casual
usr_0e3095fd,3,4,12.0,3,60.26,0,free,casual
usr_6001ef5a,7,5,12.44,3,56.51,0,free,casual
usr_ec217bf6,4,5,21.04,5,49.67,0,free,casual
usr_2a6145d0,4,3,11.39,2,62.36,0,free,casual
usr_edfe6d67,5,4,12.84,3,64.24,0,free,casual
usr_a300362d,6,4,17.31,3,48.24,0,pro,casual
usr_8f1c5f17,4,5,21.07,4,40.81,0,free,casual
usr_60d32a67,6,4,11.22,4,40.74,0,pro,casual
usr_7d50a9af,7,3,22.46,3,55.19,0,free,casual
usr_607b4725,6,4,23.26,3,52.15,0,free,casual
usr_9d67b8ec,5,4,23.88,5,44.27,0,free,casual
usr_15a8f945,3,3,17.81,4,41.66,0,free,casual
usr_2400ffa7,6,5,11.69,5,58.46,0,pro,casual
usr_4dec2a84,5,3,11.87,4,51.1,0,free,casual
usr_70f289ac,3,3,14.38,2,51.35,1,free,casual
usr_99ab7b0d,7,4,14.79,2,58.34,0,free,casual
usr_847a788f,4,4,17.34,4,63.88,0,pro,casual
usr_50509aae,7,5,24.91,2,43.03,0,free,casual
usr_242f786c,5,5,20.38,4,57.15,0,free,casual
usr_4498c559,3,3,17.21,3,53.27,0,free,casual
usr_e684e922,3,5,19.78,4,58.3,0,free,casual
usr_9585c328,5,5,22.72,4,44.49,0,free,casual
usr_6f471441,6,4,23.42,4,56.13,0,free,casual
usr_fdc614ff,5,4,15.52,5,42.72,0,free,casual
usr_de069d06,5,5,10.04,4,64.62,0,free,casual
usr_43ee2c84,7,5,22.67,3,53.14,0,free,casual
usr_0b01ca91,7,3,11.31,4,63.12,0,pro,casual
usr_f6670426,6,4,19.27,2,42.92,0,free,casual
usr_b136b0ea,4,3,13.4,5,40.62,0,pro,casual
usr_dfef2101,5,4,18.56,4,50.12,0,free,casual
usr_0945a458,6,3,23.6,5,61.65,0,free,casual
usr_6d88306f,6,4,15.7,4,46.08,0,free,casual
usr_08e7fdb5,7,3,22.7,2,55.23,0,free,casual
usr_857b3785,6,3,20.47,3,41.99,0,free,casual
usr_8cb42dec,6,3,18.37,2,61.76,1,free,casual
usr_94214b8a,7,3,19.25,2,64.99,1,free,casual
usr_eefec49f,4,5,21.19,2,52.0,0,free,casual
usr_9a339113,6,3,21.33,2,49.69,0,free,casual
usr_f815c9cc,5,4,17.41,4,50.32,0,free,casual
usr_42c0c58b,7,3,12.93,2,57.34,0,free,casual
usr_57fe39c0,6,3,20.75,5,52.13,0,pro,casual
usr_23bb17ed,6,4,18.07,5,56.29,0,free,casual
usr_1235940c,4,5,22.17,4,62.35,0,free,casual
usr_f56b3828,5,4,15.38,5,63.74,0,free,casual
usr_a4b43050,6,3,15.16,3,51.18,0,pro,casual
usr_809dd0e6,5,5,22.78,5,53.45,0,free,casual
usr_115427f0,4,4,12.52,2,57.77,0,pro,casual
usr_25f41dd5,5,3,24.15,3,53.04,0,free,casual
usr_292d5a18,6,5,22.61,3,64.4,1,free,casual
usr_fd6e4dc2,5,5,17.66,5,60.72,0,free,casual
usr_776aea28,3,3,19.76,3,60.7,1,free,casual
usr_1d7d5fc5,3,3,21.2,5,50.47,0,free,casual
usr_b95af705,4,3,12.21,2,54.1,0,free,casual
usr_c4bb5381,6,5,24.51,5,53.74,0,pro,casual
usr_1726a100,3,5,23.5,5,46.89,0,free,casual
usr_17973e39,4,5,13.11,5,62.36,0,free,casual
usr_aebeed8f,6,5,14.2,5,42.09,0,free,casual
usr_f0c8e933,5,3,21.65,4,46.6,0,free,casual
usr_1f787a29,5,3,23.86,5,51.26,0,pro,casual
usr_bdaa6e70,4,4,10.76,3,52.38,0,free,casual
usr_cebe7fcb,7,4,23.49,2,44.34,0,free,casual
usr_d678fbfa,5,5,10.62,3,43.74,0,free,casual
usr_915dcf5d,5,4,16.48,3,49.31,0,free,casual
usr_288d3cc0,4,4,10.25,5,56.29,0,free,casual
usr_82fdd023,5,3,22.98,4,55.19,0,pro,casual
usr_432fdbe9,6,4,18.08,2,45.62,0,free,casual
usr_169c8e85,3,5,21.58,5,49.29,0,free,casual
usr_760e2479,4,5,21.05,5,59.69,0,free,casual
usr_5b2c54fb,3,3,16.01,5,45.18,0,free,casual
usr_a9cf3481,5,5,23.89,4,41.04,0,free,casual
usr_28006c40,3,5,13.06,2,43.52,0,free,casual
usr_f43a4cf1,7,4,12.52,2,62.21,0,free,casual
usr_bc08966a,4,3,19.92,5,58.17,0,free,casual
usr_6d2a5d36,5,3,24.14,5,44.38,1,free,casual
usr_d70e2002,3,3,14.54,5,55.64,1,free,casual
usr_0bbc22e4,6,4,18.06,5,54.25,0,pro,casual
usr_ba945439,3,5,19.84,5,41.41,0,free,casual
usr_f6def66e,4,3,19.87,2,60.97,0,pro,casual
usr_afa19f11,7,4,20.63,3,40.8,0,free,casual
usr_6f53d0b1,6,4,17.03,5,64.48,0,pro,casual
usr_b69cae6a,5,4,14.11,4,62.37,0,free,casual
usr_be3681a9,4,4,16.26,4,64.49,0,pro,casual
usr_ad786482,5,5,13.9,5,41.77,0,pro,casual
usr_94d5a2c4,7,3,12.67,3,60.24,0,free,casual
usr_5bc3636f,4,5,24.06,5,52.24,0,free,casual
usr_2981af31,6,3,14.66,4,47.95,0,pro,casual
usr_ae544544,7,5,24.16,4,56.47,0,pro,casual
usr_3ddb92d1,7,4,21.15,5,51.82,0,free,casual
usr_b0b00513,5,4,24.51,3,40.1,0,free,casual
usr_c6b140e9,6,3,17.48,3,57.69,0,free,casual
usr_33218456,3,3,17.77,4,50.9,0,free,casual
usr_3660b4ff,6,3,24.19,4,42.19,0,pro,casual
usr_c58b59fd,6,4,22.85,5,54.68,0,free,casual
usr_63a2fbad,3,4,22.86,5,63.13,0,free,casual
usr_1b7f0028,6,3,23.3,2,55.8,0,free,casual
usr_44399dd7,4,3,15.48,3,61.3,0,free,casual
usr_4eb4298a,3,3,16.99,4,42.26,0,free,casual
usr_62320c1e,6,3,16.61,4,48.69,0,pro,casual
usr_d904d01d,4,4,23.74,2,44.33,0,free,casual
usr_1ee7f7da,7,3,20.61,4,44.53,0,free,casual
usr_7cfd2898,4,5,19.97,4,46.66,0,free,casual
usr_af5a1b54,5,4,24.43,3,51.4,1,pro,casual
usr_3f696674,6,4,18.39,3,43.21,0,free,casual
usr_d75b0cbe,5,3,17.24,3,42.15,0,free,casual
usr_59fc137d,4,4,22.66,2,57.25,1,pro,casual
usr_6ecaa30d,3,5,12.91,3,59.17,0,pro,casual
usr_0e7160b8,7,5,10.73,5,57.48,1,free,casual
usr_06e2aadc,4,3,11.83,2,64.66,1,free,casual
usr_03c20057,3,5,19.72,5,46.14,0,free,casual
usr_f397bb0b,5,4,21.24,3,41.38,0,pro,casual
usr_b6cc88ae,5,5,19.19,4,48.78,0,free,casual
usr_34ae3081,5,4,11.39,2,53.54,0,pro,casual
usr_afd78641,6,4,17.87,5,53.03,0,free,casual
usr_fe30da12,7,3,19.82,3,55.97,0,free,casual
usr_ad131def,7,5,11.84,3,53.99,0,free,casual
usr_eca052be,4,4,17.64,4,63.48,0,free,casual
usr_c690d481,3,4,24.08,2,42.33,1,pro,casual
usr_136bd028,7,3,17.5,5,56.57,0,pro,casual
usr_dba56cbd,7,3,12.46,2,63.6,0,free,casual
usr_762cf4bf,3,3,23.04,5,47.45,0,pro,casual
usr_3825c7d6,7,3,23.85,2,59.89,0,free,casual
usr_ff1e4e54,7,4,10.74,3,41.43,1,free,casual
usr_100966d7,6,4,22.77,3,42.57,0,free,casual
usr_876ce805,5,5,17.01,3,48.61,0,free,casual
usr_ed48d672,6,5,11.22,4,53.93,0,pro,casual
usr_e7c577be,7,3,24.03,4,61.77,0,free,casual
usr_0a428e72,5,3,22.83,5,47.54,0,pro,casual
usr_01d639c8,6,5,14.28,2,63.91,1,pro,casual
usr_836065a3,5,3,12.34,4,46.8,0,pro,casual
usr_bfaad61f,5,4,16.79,5,55.9,0,free,casual
usr_26bfd176,6,3,18.38,5,57.25,0,free,casual
usr_a0a2289c,6,4,17.9,5,40.13,0,pro,casual
usr_207fdfaf,7,4,11.06,5,40.47,0,free,casual
usr_912d9ca8,4,4,13.37,2,64.49,0,pro,casual
usr_e7a71b95,7,5,11.58,5,63.21,0,free,casual
usr_95c86079,6,5,14.97,2,44.78,0,pro,casual
usr_b0f8b037,5,5,14.48,4,42.87,0,free,casual
usr_7e61fb02,4,5,22.9,5,61.95,0,free,casual
usr_c26f1214,6,5,20.11,2,55.21,0,free,casual
usr_b03d0c7f,4,4,11.84,2,49.35,0,pro,casual
usr_88c3b500,4,3,21.12,4,46.43,1,pro,casual
usr_1396d78d,4,5,23.24,3,40.03,0,free,casual
usr_ca950553,6,3,14.26,5,52.93,0,pro,casual
usr_bd5faec5,5,5,15.96,2,55.6,0,free,casual
usr_ad58ffaa,5,3,16.65,3,43.63,0,free,casual
usr_46469e7a,3,4,19.91,5,59.32,0,free,casual
usr_0dd1c980,3,4,10.4,2,52.21,0,pro,casual
usr_c76d1135,5,5,24.19,4,53.93,0,pro,casual
usr_c9103191,7,5,11.17,4,52.6,0,pro,casual
usr_ad4a97a0,7,5,19.87,4,45.21,0,free,casual
usr_934d2ed9,7,3,16.71,4,55.67,0,free,casual
usr_a61da630,3,5,10.31,5,57.27,0,pro,casual
usr_9019e338,6,3,17.11,3,48.23,0,pro,casual
usr_502511ed,3,3,22.16,5,47.19,0,free,casual
usr_6a1103d5,4,3,14.34,5,46.46,0,free,casual
usr_c425ff63,4,3,10.53,5,57.62,0,free,casual
usr_4e04244e,7,3,21.07,5,45.17,0,free,casual
usr_63f6facd,5,5,14.07,3,63.73,0,free,casual
usr_1a717fb3,7,3,10.45,4,46.44,0,free,casual
usr_c9c13f45,3,4,14.32,5,48.33,0,pro,casual
usr_d7fb2c5c,5,4,17.65,3,49.2,0,free,casual
usr_203bfcf5,4,5,11.02,3,42.72,0,pro,casual
usr_1b67c8ed,5,5,17.73,5,45.88,0,free,casual
usr_5c754ada,5,3,20.28,5,44.17,0,free,casual
usr_c2609b28,5,3,22.1,3,48.07,0,free,casual
usr_2a2eb4b4,7,5,24.22,2,47.53,0,free,casual
usr_aa40c58f,3,3,14.04,4,40.14,0,free,casual
usr_f4e86107,3,4,18.04,3,64.42,0,free,casual
usr_615c9e60,3,4,12.19,3,46.89,0,free,casual
usr_5cd8854d,3,5,17.62,2,58.63,0,free,casual
usr_97ed7e2d,3,3,12.68,2,49.65,0,free,casual
usr_8f284c2b,6,3,11.41,5,48.49,0,free,casual
usr_95da84dd,4,3,16.33,2,64.23,0,free,casual
usr_bcf68deb,6,4,18.93,5,47.13,0,pro,casual
usr_cc7687ae,6,5,12.15,3,62.81,0,pro,casual
usr_9ca867e2,7,3,21.02,4,53.64,0,free,casual
usr_267bdf08,7,3,19.98,4,45.19,0,free,casual
usr_f7725417,3,5,10.92,5,61.78,1,free,casual
usr_69181841,5,4,14.26,3,58.65,0,free,casual
usr_9164f8b8,4,4,23.05,5,64.29,0,pro,casual
usr_03a5868e,5,4,10.85,2,41.36,0,free,casual
usr_8caf4496,7,5,23.89,2,45.54,0,free,casual
usr_f9fdab12,3,3,10.89,2,57.87,0,pro,casual
usr_8da38bff,6,5,15.55,2,53.02,0,pro,casual
usr_53e8ce3c,6,3,11.02,4,51.02,0,free,casual
usr_e426bf13,6,5,17.74,5,40.84,0,free,casual
usr_300e3b84,7,3,10.72,5,47.36,0,free,casual
usr_ed4809b6,5,5,11.68,5,40.56,0,free,casual
usr_0ec0452c,3,3,10.81,3,61.4,0,free,casual
usr_a31082bd,4,5,21.86,4,56.52,0,free,casual
usr_c4980537,7,4,10.59,4,47.73,0,free,casual
usr_b1e6f912,6,3,21.33,5,52.65,0,free,casual
usr_6ee30711,5,5,19.61,3,53.69,0,pro,casual
usr_130d8502,3,5,18.13,2,56.5,0,pro,casual
usr_19bc92c9,3,4,18.21,2,50.72,0,free,casual
usr_e77c0320,3,3,17.06,2,60.07,0,free,casual
usr_d5be78de,5,4,18.95,3,40.64,0,free,casual
usr_fe585af5,5,4,18.59,3,56.49,0,pro,casual
usr_1d9ae9d2,4,3,22.31,4,58.7,0,free,casual
usr_231233dd,4,4,20.15,3,56.12,0,free,casual
usr_f5924ea6,6,3,13.8,4,42.19,0,pro,casual
usr_516ddab5,6,3,21.07,4,56.33,0,free,casual
usr_dd395da6,4,3,20.67,3,46.2,0,free,casual
usr_a0f64a70,4,4,23.32,4,57.53,0,pro,casual
usr_5740ba1b,5,3,10.49,2,45.67,0,free,casual
usr_71474bf3,4,3,17.9,3,61.03,0,pro,casual
usr_f6ed7bd6,7,3,10.9,5,58.29,0,pro,casual
usr_0a8b07a2,3,3,12.25,4,50.83,0,free,casual
usr_339ef210,5,4,23.43,2,54.16,0,pro,casual
usr_bd017c68,5,3,12.76,4,43.42,0,free,casual
usr_da29f4c1,3,5,21.94,2,61.24,0,free,casual
usr_20f0f8c1,3,4,11.29,2,63.34,0,free,casual
usr_e84a176b,6,4,13.83,2,42.73,0,free,casual
usr_1159f685,3,4,11.33,4,61.35,0,free,casual
usr_80097b7c,5,5,23.84,3,57.8,0,free,casual
usr_cbd9fbde,4,3,12.13,3,58.58,0,free,casual
usr_808f052d,7,3,10.71,5,52.34,0,pro,casual
usr_f0e3f5a8,5,5,22.92,3,61.35,0,free,casual
usr_151367ac,7,5,24.81,2,63.67,0,free,casual
usr_6a1776e7,3,4,14.79,5,43.92,0,pro,casual
usr_a215f844,6,4,10.52,2,51.12,0,pro,casual
usr_b2b18657,3,4,15.25,2,54.66,0,free,casual
usr_24350993,6,3,24.49,5,45.06,0,free,casual
usr_be0527b1,7,5,16.56,4,60.58,0,free,casual
usr_67941d28,3,3,15.9,4,47.11,0,pro,casual
usr_12eb5b64,4,5,18.38,5,47.38,0,pro,casual
usr_d4767760,5,4,11.87,4,63.22,0,pro,casual
usr_fcc57b35,4,3,12.66,3,40.97,0,free,casual
usr_b2346610,4,5,22.82,4,43.46,0,free,casual
usr_a7b3013b,7,3,18.2,4,47.12,0,free,casual
